generation	transect	b	p_beta	lrt_p_value
932	3	-4.64E-04	0.99694003	0.996937671
932	4	-0.099262779	0.405407842	0.405433239
933	1	0.040884318	0.729798154	0.72980052
933	2	-0.006262431	0.958577365	0.958577116
933	3	-0.057564843	0.635190313	0.635194828
933	4	-0.092050406	0.443570782	0.443611205
934	1	0.098270856	0.405273136	0.405317802
934	2	0.028213399	0.816869932	0.816706169
934	3	-0.001866871	0.987662064	0.987693172
934	4	-0.132558756	0.26816831	0.268236115
935	1	0.04856124	0.682092671	0.68210087
935	2	0.032440466	0.790626902	0.790653456
935	3	-0.015743539	0.896468188	0.896467322
935	4	-0.107746212	0.36893969	0.36899461
936	1	0.012514929	0.915397691	0.915442445
936	2	0.086411657	0.477171437	0.477113818
936	3	-0.010344929	0.932074384	0.932520641
936	4	-0.065860117	0.582106097	0.582123277
937	1	0.054286545	0.645704015	0.64570616
937	2	0.052123986	0.670404683	0.670514573
937	3	-0.012739901	0.916171078	0.916167531
937	4	-0.07638488	0.523050326	0.523065703
938	1	0.015576837	0.895614067	0.895613372
938	2	0.066809008	0.581654425	0.581461258
938	3	-0.012194993	0.920173181	0.920141758
938	4	-0.056755787	0.63520151	0.635210909
939	1	0.017637093	0.882280616	0.88227728
939	2	0.108069243	0.37717071	0.377189136
939	3	-0.022401833	0.854158305	0.854102053
939	4	-0.078915582	0.508562744	0.508600676
940	1	0.053240184	0.653950786	0.653989089
940	2	0.088942971	0.465798476	0.465799793
940	3	-0.034805656	0.775165228	0.77514837
940	4	-0.10380875	0.383825854	0.38386973
941	1	0.016578081	0.889092949	0.889092631
941	2	0.105602674	0.385077831	0.385106875
941	3	-0.03877373	0.751772467	0.75171358
941	4	-0.0628116	0.598929115	0.598941565
942	1	0.024590287	0.836938289	0.836932168
942	2	0.079017044	0.515882277	0.515898279
942	3	-0.070519962	0.563261729	0.563293696
942	4	-0.060153347	0.613648506	0.613654049
943	1	-0.012591972	0.916063831	0.916062891
943	2	0.098168284	0.422489977	0.422516183
943	3	-0.025461879	0.834299806	0.834579822
943	4	-0.096551244	0.418341717	0.418366373
944	1	-1.60E-04	0.998933389	0.998873008
944	2	0.101209733	0.407210739	0.407270321
944	3	-0.025275202	0.836026849	0.835998512
944	4	-0.042246019	0.721904078	0.721903134
945	1	-0.004667647	0.968908509	0.969120571
945	2	0.104035336	0.397576542	0.397618364
945	3	0.001684902	0.989017	0.989023313
945	4	-0.029255885	0.805622996	0.805615679
946	1	-0.036355151	0.759813686	0.759841991
946	2	0.123000146	0.315849579	0.315907807
946	3	-0.015380291	0.900074622	0.900077232
946	4	-0.016265052	0.89115719	0.891156996
947	1	-0.042536357	0.718174268	0.718176205
947	2	0.081568314	0.504884178	0.504906213
947	3	-0.017743808	0.885481749	0.885418235
947	4	-0.006764862	0.954957762	0.954980844
948	1	-0.036317185	0.759819708	0.759822605
948	2	0.111909907	0.357150268	0.357200645
948	3	-0.024184422	0.844425027	0.844342364
948	4	0.007965255	0.946972304	0.946936535
949	1	-0.032547395	0.7842731	0.784270229
949	2	0.107202955	0.380441629	0.380400201
949	3	0.008923134	0.942520109	0.942519966
949	4	-0.043186068	0.720358313	0.720327203
950	1	-0.010174654	0.931293163	0.931293195
950	2	0.101857252	0.403117622	0.403142321
950	3	-0.022642312	0.855222746	0.855228663
950	4	-0.091595783	0.44768241	0.447692481
951	1	-0.00626924	0.957389535	0.957389897
951	2	0.114830103	0.34665534	0.346690489
951	3	-0.035824338	0.772455687	0.772459428
951	4	-0.088084943	0.466451815	0.46660026
952	1	0.006462998	0.956159739	0.956105649
952	2	0.093304295	0.443566914	0.443622849
952	3	-0.028796075	0.815311289	0.815317077
952	4	-0.101876415	0.400107149	0.400114505
953	1	-0.047200913	0.688411262	0.688416904
953	2	0.140105636	0.253264255	0.253355393
953	3	-0.035304711	0.775730053	0.77567983
953	4	-0.065946043	0.588820506	0.588816443
954	1	-0.022393792	0.849341569	0.849342515
954	2	0.104448103	0.393528387	0.393561692
954	3	0.025841786	0.83550579	0.835505133
954	4	-0.035885272	0.766823355	0.766829259
955	1	-0.052524712	0.655437596	0.655508823
955	2	0.111588061	0.359642447	0.359710819
955	3	0.019330774	0.876443856	0.876457067
955	4	-0.058045212	0.629388282	0.629395802
956	1	-0.051628473	0.660391759	0.660364209
956	2	0.071542379	0.556864392	0.556873527
956	3	-0.021051848	0.865327762	0.865264744
956	4	0.00261718	0.982707086	0.982707529
957	1	-0.053057368	0.651297666	0.651304537
957	2	0.053660401	0.660067338	0.660105516
957	3	0.001258196	0.991932105	0.99192632
957	4	-0.068725482	0.567964051	0.567961745
958	1	-0.06425751	0.583183219	0.583202866
958	2	0.113152048	0.355498547	0.355527842
958	3	0.010660805	0.931409565	0.931409515
958	4	-0.035645292	0.767819228	0.767817198
959	1	-0.097934185	0.404938929	0.404970943
959	2	0.084816236	0.487581994	0.487624405
959	3	-0.005701037	0.963399404	0.963390868
959	4	-0.025012036	0.83599552	0.835996452
960	1	-0.080988283	0.491874497	0.491897619
960	2	0.050260324	0.678687553	0.678693014
960	3	9.54E-04	0.993887117	0.993873973
960	4	-0.063651879	0.597717136	0.597715538
961	1	-0.063041526	0.590899926	0.59090552
961	2	0.067205815	0.580571219	0.580634884
961	3	-0.0206094	0.868634358	0.868635149
961	4	-0.027527478	0.819362221	0.819374555
962	1	-0.060928026	0.604011896	0.604027172
962	2	0.083847986	0.49206126	0.492087721
962	3	-0.018222613	0.88333277	0.883183073
962	4	0.01056925	0.930005106	0.930004976
963	1	-0.051998514	0.657452008	0.657458093
963	2	0.091571647	0.453399651	0.453423865
963	3	0.004638338	0.970069814	0.9700697
963	4	-0.023808691	0.842812409	0.842813215
964	1	-0.023450035	0.842132953	0.842137448
964	2	0.086351899	0.480491072	0.480495269
964	3	-0.048222704	0.698441585	0.698454391
964	4	-0.044344888	0.713461761	0.713497631
965	1	-0.034278119	0.77199243	0.771950469
965	2	0.124849459	0.307069627	0.307111147
965	3	-0.008344462	0.946376295	0.94637058
965	4	-0.045778556	0.705760149	0.705758228
966	1	-0.080746901	0.494240399	0.494256985
966	2	0.107465089	0.380375679	0.380432984
966	3	0.001762604	0.988782079	0.988779777
966	4	0.011918076	0.921253645	0.921272571
967	1	-0.069870997	0.554158676	0.554183642
967	2	0.098276264	0.419626265	0.419657603
967	3	-0.048362921	0.699405213	0.699409932
967	4	-0.067137967	0.57823968	0.578248951
968	1	-0.094043761	0.428169129	0.428202283
968	2	0.124060667	0.307925626	0.307937223
968	3	-0.05271841	0.674170379	0.674168736
968	4	-0.03667645	0.762420587	0.762420184
969	1	-0.090876366	0.443635788	0.443633632
969	2	0.140843072	0.243750338	0.243814932
969	3	-0.025870263	0.834412606	0.834402131
969	4	-0.070686033	0.558148928	0.558164651
970	1	-0.093100876	0.431721051	0.431736617
970	2	0.146180812	0.230119334	0.230270506
970	3	-0.018053611	0.884551064	0.884550514
970	4	-0.053942423	0.657618393	0.657667775
971	1	-0.0473981	0.688398152	0.688401674
971	2	0.122031346	0.315222595	0.315281064
971	3	-0.003711718	0.975955572	0.975954024
971	4	-0.061412102	0.613302408	0.613310701
972	1	-0.037258567	0.752273854	0.752272402
972	2	0.109526556	0.367447137	0.367466456
972	3	0.005245085	0.966155417	0.966307174
972	4	-0.013107828	0.913831331	0.913843538
973	1	-0.038834726	0.742537401	0.742518332
973	2	0.085058111	0.487401983	0.487427051
973	3	0.019857502	0.872470084	0.872509326
973	4	8.71E-04	0.99428233	0.994028647
974	1	-0.042526186	0.719781607	0.719782071
974	2	0.097022367	0.425756471	0.425763204
974	3	-0.022108714	0.858384258	0.858383643
974	4	-0.012163899	0.919699584	0.919698718
975	1	-0.047760242	0.686061008	0.686065221
975	2	0.121229472	0.322912309	0.322954676
975	3	-0.03080568	0.804644125	0.804646841
975	4	-0.023020266	0.848687133	0.848692822
976	1	-0.097143308	0.411536736	0.411587129
976	2	0.112743032	0.354574887	0.354612243
976	3	-0.03875411	0.75429827	0.75430092
976	4	0.001248428	0.991754679	0.99175461
977	1	-0.054575461	0.645191775	0.64517144
977	2	0.115795562	0.341000142	0.341059154
977	3	-0.058592633	0.637608192	0.637615636
977	4	-0.044508853	0.713137238	0.713190729
978	1	-0.093313151	0.430031281	0.430040156
978	2	0.101026132	0.40273987	0.402792985
978	3	-0.077295121	0.531685703	0.53170411
978	4	-0.055478904	0.649208716	0.649189237
979	1	-0.093770252	0.423581725	0.42363679
979	2	0.133242264	0.274010669	0.274079328
979	3	-0.062467144	0.612853525	0.612847758
979	4	-0.008982257	0.940736134	0.94073417
980	1	-0.101434118	0.389569448	0.389619641
980	2	0.128401789	0.291270163	0.291307886
980	3	-0.051469281	0.678410915	0.678411485
980	4	-0.027828609	0.81734483	0.817338877
981	1	-0.097486242	0.406452156	0.40645852
981	2	0.117393792	0.333899992	0.333931395
981	3	-0.035019393	0.776927998	0.776961261
981	4	-0.063988169	0.597628668	0.597515277
982	1	-0.104010742	0.378209716	0.378269601
982	2	0.111090691	0.353619463	0.353670307
982	3	-0.017806416	0.885332987	0.885334401
982	4	-0.032871923	0.786498836	0.786496358
983	1	-0.106435673	0.367836807	0.367860779
983	2	0.072867371	0.542972469	0.542980943
983	3	-0.071598641	0.564701769	0.564708046
983	4	-0.05124757	0.672478992	0.672466435
984	1	-0.046059583	0.697571299	0.697573906
984	2	0.06311421	0.598848594	0.598855967
984	3	-0.003468518	0.977532167	0.977587138
984	4	-0.064548153	0.596501417	0.5965003
985	1	-0.078286539	0.509298914	0.50933368
985	2	0.086724108	0.472968335	0.472970917
985	3	-0.044725107	0.715858946	0.715814476
985	4	-0.068239056	0.576797716	0.576800762
986	1	-0.011392254	0.923298207	0.923297545
986	2	0.059165284	0.623129707	0.623128649
986	3	-0.050087137	0.68560996	0.685611462
986	4	-0.070996058	0.561072218	0.561073652
987	1	-0.015839213	0.893446968	0.893432601
987	2	0.033703207	0.778688118	0.778689142
987	3	-0.03024092	0.807532324	0.807513786
987	4	-0.060255363	0.618958056	0.618697913
988	1	-0.039954477	0.734298581	0.734303161
988	2	0.055653706	0.644396172	0.644399098
988	3	-0.036785724	0.765426279	0.765422712
988	4	-0.075245693	0.533178889	0.533193478
989	1	-0.001011958	0.993132096	0.993130676
989	2	0.075086399	0.533756504	0.533760988
989	3	-0.082127305	0.507010261	0.507009948
989	4	-0.067373371	0.578995342	0.578998496
990	1	-0.003613539	0.975460859	0.975468268
990	2	0.058981207	0.624984531	0.624990208
990	3	-0.085728245	0.489969043	0.489982663
990	4	-0.084331582	0.484986461	0.484989179
991	1	-0.01783829	0.878831571	0.878831113
991	2	0.050327771	0.675679644	0.675680709
991	3	-0.011690263	0.925029544	0.925042424
991	4	-0.087023828	0.47018499	0.470197935
992	1	-0.036824746	0.752576014	0.752579503
992	2	0.076965418	0.521119164	0.521126053
992	3	-0.034482031	0.782108666	0.782049266
992	4	-0.075112646	0.534834401	0.534857485
993	1	0.04292683	0.714488635	0.714492994
993	2	0.056509959	0.636049508	0.635967354
993	3	-0.065162821	0.59765855	0.59771376
993	4	-0.090468483	0.450349967	0.450376633
994	1	0.00334471	0.977200029	0.977202581
994	2	0.039552417	0.740441392	0.740450541
994	3	-0.055859556	0.651167158	0.651207998
994	4	-0.116988405	0.328579952	0.328612931
995	1	-7.30E-04	0.995019089	0.995036333
995	2	0.072976615	0.542301521	0.54231509
995	3	-0.061467142	0.617994698	0.617994686
995	4	-0.084266503	0.481528018	0.481542859
996	1	-0.005657832	0.961616193	0.961653122
996	2	0.054734985	0.647289502	0.647317886
996	3	-0.065578112	0.595892404	0.595942865
996	4	-0.116127477	0.333171323	0.333197529
997	1	0.007823633	0.946604841	0.946606022
997	2	0.093222141	0.436368121	0.436377541
997	3	-0.042070643	0.734621815	0.734619679
997	4	-0.147404788	0.223245186	0.223321967
998	1	0.065201427	0.581222544	0.581276003
998	2	0.077055579	0.518343531	0.518361691
998	3	-0.026143647	0.833984617	0.833965613
998	4	-0.133707164	0.267223094	0.267253813
999	1	0.059977491	0.609403509	0.609420386
999	2	0.109081347	0.357339015	0.357394045
999	3	-0.017454437	0.888266029	0.888266279
999	4	-0.127685498	0.289873004	0.289935399
1000	1	0.064312621	0.587575973	0.587576272
1000	2	0.109473473	0.354255178	0.354310157
1000	3	-0.04587133	0.711049853	0.71109628
1000	4	-0.12652154	0.293399957	0.293490727
1001	1	0.058186763	0.621636815	0.621647372
1001	2	0.026064889	0.827238266	0.827316048
1001	3	-0.012340057	0.920649159	0.920679218
1001	4	-0.105682133	0.380422849	0.380476206
1002	1	0.046080798	0.695860867	0.695863873
1002	2	0.025456212	0.829073531	0.829075953
1002	3	-0.00518336	0.966562349	0.966558271
1002	4	-0.148957465	0.216436909	0.216497046
1003	1	0.073060479	0.534133046	0.534153549
1003	2	0.076938739	0.514254566	0.514274821
1003	3	-0.003718947	0.975995708	0.976007367
1003	4	-0.174839455	0.145031112	0.145148863
1004	1	0.042621672	0.715963728	0.715963995
1004	2	0.11046023	0.351928253	0.351982348
1004	3	0.02800435	0.819872588	0.819860626
1004	4	-0.195732077	0.102859527	0.102969267
1005	1	0.047829218	0.684171466	0.684231038
1005	2	0.064944672	0.584947078	0.584973989
1005	3	0.016917987	0.891031525	0.891033407
1005	4	-0.134987952	0.257062866	0.257153459
1006	1	0.037895451	0.746820789	0.746831019
1006	2	0.089482176	0.45019111	0.450230788
1006	3	-0.0062533	0.959612154	0.959611995
1006	4	-0.191827507	0.109342576	0.109433691
1007	1	0.023504478	0.842412871	0.842412053
1007	2	0.105491881	0.374002339	0.374055787
1007	3	-0.008300005	0.946457263	0.946551825
1007	4	-0.127278617	0.284358211	0.284421298
1008	1	0.031026421	0.793004271	0.79300174
1008	2	0.120744667	0.311540668	0.31158911
1008	3	0.02684428	0.827986266	0.827987975
1008	4	-0.203884141	0.08750984	0.087619939
1009	1	0.002937177	0.980236764	0.980238254
1009	2	0.107078521	0.371892772	0.371964984
1009	3	0.043012756	0.729181721	0.729173507
1009	4	-0.182416323	0.127475016	0.12756078
1010	1	0.033461083	0.777352871	0.77735026
1010	2	0.082685547	0.485642913	0.485667774
1010	3	0.037953648	0.759578193	0.759528222
1010	4	-0.204306144	0.090369399	0.090418766
1011	1	-9.39E-04	0.993639559	0.993638529
1011	2	0.07307179	0.539490136	0.539526903
1011	3	0.055362755	0.65601284	0.656009242
1011	4	-0.144061992	0.228502752	0.228581526
1012	1	0.002207612	0.985103415	0.985100998
1012	2	0.08490026	0.475453096	0.475524624
1012	3	0.010119439	0.935267239	0.935009644
1012	4	-0.131943304	0.272450451	0.272486672
1013	1	-0.024622372	0.835155671	0.835117742
1013	2	0.09844784	0.412588216	0.412628418
1013	3	0.018684364	0.880597321	0.880602316
1013	4	-0.168119666	0.160227199	0.160321198
1014	1	0.015177986	0.897776703	0.897775885
1014	2	0.071798456	0.551074014	0.55119851
1014	3	0.003327233	0.978592006	0.978591958
1014	4	-0.154751717	0.196784214	0.196851784
1015	1	-0.004641512	0.968786333	0.968781445
1015	2	0.062357904	0.605291564	0.605305848
1015	3	0.00570915	0.963097199	0.963082377
1015	4	-0.132482708	0.266476284	0.266530468
1016	1	0.008677755	0.941689257	0.941683502
1016	2	0.084305937	0.491790596	0.491817557
1016	3	-0.010641149	0.931526661	0.931612179
1016	4	-0.150345373	0.207216954	0.207301723
1017	1	-0.002174487	0.985364366	0.985364483
1017	2	0.080142473	0.513837098	0.513768109
1017	3	0.061809776	0.615294624	0.615290031
1017	4	-0.122333523	0.305274556	0.305336852
1018	1	-0.010052109	0.932761288	0.9327616
1018	2	0.057224401	0.640444776	0.640450572
1018	3	0.031964069	0.797427644	0.79742515
1018	4	-0.118934798	0.318772453	0.318846853
1019	1	-0.039679319	0.73786701	0.737867334
1019	2	0.051722105	0.671398474	0.671420582
1019	3	0.097383342	0.433280235	0.433344854
1019	4	-0.114980896	0.335824252	0.335871989
1020	1	-0.061402735	0.603463553	0.603486651
1020	2	0.075813817	0.537194893	0.537217363
1020	3	0.056778939	0.647581332	0.647507716
1020	4	-0.091487329	0.441498636	0.441540717
1021	1	-0.027344934	0.817843417	0.817844625
1021	2	0.084651357	0.488844815	0.488880093
1021	3	0.048217008	0.69622319	0.696197188
1021	4	-0.144353578	0.223086195	0.223183064
1022	1	-0.030588308	0.796387585	0.796391238
1022	2	0.110371054	0.370521832	0.370558109
1022	3	0.04795042	0.698606984	0.698628984
1022	4	-0.173478862	0.144918623	0.145055645
1023	1	-0.020217617	0.865221864	0.865221824
1023	2	0.102382543	0.404240696	0.404291714
1023	3	0.066248248	0.593103782	0.593117047
1023	4	-0.197854118	0.096532395	0.096640378
1024	1	0.029246227	0.805664919	0.805659943
1024	2	0.096568699	0.431625905	0.431670476
1024	3	0.079872571	0.515328625	0.51534503
1024	4	-0.152896758	0.196443537	0.196564634
1025	1	-0.013206244	0.911714821	0.911713752
1025	2	0.093749813	0.444027385	0.444074576
1025	3	0.072349842	0.558937243	0.558952583
1025	4	-0.150829784	0.206796415	0.206912297
1026	1	0.021586174	0.856176589	0.856177725
1026	2	0.110882561	0.367106575	0.367124821
1026	3	0.095429027	0.437797713	0.43783234
1026	4	-0.195425517	0.101731306	0.101866504
1027	1	0.03387746	0.777934348	0.777902953
1027	2	0.096991123	0.429388924	0.429421688
1027	3	0.098235263	0.428843835	0.428867397
1027	4	-0.184254154	0.121760968	0.121905769
1028	1	0.002017183	0.986682472	0.986671672
1028	2	0.099479758	0.417116122	0.417168578
1028	3	0.138062176	0.267439623	0.267499697
1028	4	-0.19855972	0.098047448	0.098182404
1029	1	0.003527248	0.97651833	0.976525869
1029	2	0.03805589	0.756418522	0.756427191
1029	3	0.098690137	0.426655628	0.426688649
1029	4	-0.184763975	0.122885733	0.123056341
1030	1	-0.001561619	0.989617256	0.989622146
1030	2	0.085566821	0.485004617	0.48501346
1030	3	0.041802421	0.737188056	0.737208998
1030	4	-0.183741668	0.125008245	0.125138232
1031	1	0.020044557	0.86800741	0.8679887
1031	2	0.106924405	0.38863693	0.388653645
1031	3	0.112709003	0.36439445	0.364466413
1031	4	-0.195423156	0.106955329	0.107105495
1032	1	0.03524949	0.76970899	0.76971137
1032	2	0.069155169	0.576824717	0.576730937
1032	3	0.077914926	0.529640785	0.529653878
1032	4	-0.186836781	0.122868546	0.122998997
1033	1	0.021839115	0.855377311	0.855373625
1033	2	0.064576944	0.604638227	0.604644595
1033	3	0.09902202	0.425012419	0.425041472
1033	4	-0.166406149	0.169311515	0.169427009
1034	1	0.009160508	0.939068599	0.939072581
1034	2	0.081770079	0.515162527	0.515243594
1034	3	0.078671372	0.528972082	0.52898972
1034	4	-0.170356008	0.157357556	0.157500642
1035	1	0.051309937	0.665380127	0.665385669
1035	2	0.086879545	0.486601293	0.486631413
1035	3	0.083846159	0.503471742	0.503476904
1035	4	-0.186015047	0.123648979	0.123743512
1036	1	0.056089109	0.637922831	0.637926244
1036	2	0.119108384	0.339403962	0.339470165
1036	3	0.050752365	0.685739113	0.685769983
1036	4	-0.158601561	0.186760195	0.186873817
1037	1	0.057750528	0.628301107	0.628302247
1037	2	0.132477725	0.292889545	0.292966117
1037	3	0.097569948	0.435719864	0.435718221
1037	4	-0.155437751	0.19466127	0.194766817
1038	1	0.06754465	0.574149948	0.574158869
1038	2	0.088951779	0.479031052	0.479058784
1038	3	0.097296214	0.43520629	0.435180367
1038	4	-0.128616865	0.280768556	0.280837008
1039	1	0.022733678	0.849998015	0.84999951
1039	2	0.117168705	0.35669702	0.356750023
1039	3	0.081360322	0.51739169	0.517431967
1039	4	-0.158814883	0.18222291	0.182329276
1040	1	0.03024213	0.800301435	0.800295658
1040	2	0.070441288	0.578698403	0.578478786
1040	3	0.084194756	0.500008524	0.499985844
1040	4	-0.121340176	0.3075196	0.307611544
1041	1	0.036780376	0.759192268	0.759188511
1041	2	0.096617706	0.44359513	0.443637989
1041	3	0.052777807	0.673883956	0.673902383
1041	4	-0.154073811	0.195268585	0.195379088
1042	1	0.002228761	0.98505748	0.985052035
1042	2	0.10138975	0.422976409	0.423044618
1042	3	0.061508847	0.625171903	0.625172799
1042	4	-0.159143962	0.182069852	0.182200021
1043	1	-0.007613848	0.949038254	0.949038487
1043	2	0.098197796	0.439690597	0.439728852
1043	3	0.069974715	0.576337293	0.576364865
1043	4	-0.172937823	0.14621406	0.146322271
1044	1	-0.003687664	0.975219129	0.975219099
1044	2	0.09957779	0.431580122	0.431597243
1044	3	0.09592185	0.445909339	0.445941551
1044	4	-0.166624492	0.162649346	0.162785956
1045	1	-0.032809796	0.783547436	0.783435968
1045	2	0.076202487	0.549882254	0.549918964
1045	3	0.069600344	0.581285085	0.58129043
1045	4	-0.158980377	0.185386624	0.185490483
1046	1	-0.026360731	0.824057164	0.82405507
1046	2	0.069044594	0.584422378	0.584480649
1046	3	0.073118237	0.561343376	0.561327036
1046	4	-0.145898546	0.224438402	0.224540004
1047	1	-0.018457739	0.876247655	0.876248977
1047	2	0.097813224	0.438555251	0.438631573
1047	3	0.050254267	0.690057851	0.690057346
1047	4	-0.102889161	0.389881162	0.38992589
1048	1	0.00247178	0.983354308	0.983351862
1048	2	0.069307201	0.582025753	0.582044363
1048	3	0.041394284	0.74375967	0.743760808
1048	4	-0.06923577	0.564668748	0.564688485
1049	1	0.023952605	0.840035881	0.840029118
1049	2	0.0956576	0.446546089	0.446589826
1049	3	0.083474755	0.508420332	0.50842174
1049	4	-0.126527911	0.292166994	0.292221588
1050	1	-0.021844701	0.853558125	0.853559924
1050	2	0.05795395	0.644784254	0.645041311
1050	3	0.065199776	0.604620155	0.604624096
1050	4	-0.071878991	0.547506852	0.547523505
1051	1	-0.015023071	0.898697561	0.898695994
1051	2	0.111524547	0.377019295	0.377054401
1051	3	0.08687347	0.491584878	0.491578347
1051	4	-0.089361948	0.456416726	0.456457687
1052	1	0.020129928	0.865414573	0.865404812
1052	2	0.079548664	0.52519038	0.525240499
1052	3	0.081894575	0.517628884	0.517660362
1052	4	-0.096925344	0.416955779	0.417010958
1053	1	-0.009102786	0.938626977	0.938606535
1053	2	0.082927169	0.508992332	0.509025694
1053	3	0.07764642	0.540157985	0.540224097
1053	4	-0.105148338	0.379910311	0.379981261
1054	1	-0.038253887	0.745956058	0.745951354
1054	2	0.103358229	0.41295114	0.413002823
1054	3	0.086862869	0.488690722	0.488718258
1054	4	-0.131982264	0.273137864	0.273237318
1055	1	-0.012361697	0.916073867	0.916077003
1055	2	0.088808326	0.481624688	0.481679189
1055	3	0.072732553	0.561339996	0.56150894
1055	4	-0.095035751	0.42703753	0.427070901
1056	1	0.019266015	0.869838484	0.869838386
1056	2	0.092803515	0.46082811	0.460855547
1056	3	0.034744495	0.782975828	0.782982505
1056	4	-0.091615564	0.44461042	0.444685567
1057	1	0.009369072	0.936520185	0.936544282
1057	2	0.098479815	0.434949447	0.435016664
1057	3	0.05956962	0.634836019	0.634839038
1057	4	-0.091497709	0.442574828	0.442631532
1058	1	-0.003606025	0.975647313	0.975646359
1058	2	0.075792764	0.549458387	0.549531647
1058	3	0.034505099	0.784314998	0.784334868
1058	4	-0.092952676	0.437855537	0.437932646
1059	1	0.013260272	0.910566804	0.910569223
1059	2	0.095352901	0.44987297	0.449947556
1059	3	0.03382458	0.788247268	0.788234039
1059	4	-0.094356248	0.424251199	0.424308494
1060	1	0.015217639	0.898397696	0.898394759
1060	2	0.115171113	0.362485915	0.362556883
1060	3	0.059025542	0.637075987	0.637066155
1060	4	-0.093077021	0.432402479	0.432424695
1061	1	0.037688258	0.749897254	0.749896121
1061	2	0.073631804	0.558474932	0.558478301
1061	3	-0.013249394	0.91577974	0.915780418
1061	4	-0.090932013	0.442190597	0.442241492
1062	1	0.034190249	0.77408244	0.774071592
1062	2	0.03196866	0.79816289	0.798169951
1062	3	0.067844686	0.589068079	0.58907621
1062	4	-0.119625265	0.315491351	0.31558391
1063	1	0.024735537	0.835242237	0.835238013
1063	2	0.095139246	0.448052778	0.448095602
1063	3	0.032838029	0.793815904	0.793826438
1063	4	-0.107786688	0.3650571	0.3651478
1064	1	0.049988154	0.675960031	0.675954281
1064	2	0.123569335	0.32778991	0.327852021
1064	3	0.059610659	0.637173767	0.637204315
1064	4	-0.109207263	0.353681144	0.353780135
1065	1	0.048416788	0.685499552	0.685486947
1065	2	0.109278754	0.387690358	0.387775298
1065	3	0.028561382	0.820438526	0.82043923
1065	4	-0.168261128	0.152894431	0.153067136
1066	1	0.060088481	0.617228139	0.617226182
1066	2	0.075576484	0.546972747	0.546966328
1066	3	0.042536124	0.735643859	0.735662646
1066	4	-0.149693354	0.204506403	0.204631661
1067	1	0.060364256	0.615265086	0.615262218
1067	2	0.07587821	0.54689222	0.547198045
1067	3	0.055569035	0.657192875	0.657234761
1067	4	-0.124183944	0.295680729	0.295750624
1068	1	0.02895508	0.808059635	0.808058118
1068	2	0.108237848	0.394196176	0.394275842
1068	3	0.051163525	0.684368209	0.684372787
1068	4	-0.152067304	0.201071515	0.201186345
1069	1	0.038075343	0.750372283	0.750370439
1069	2	0.109191626	0.387338622	0.387383091
1069	3	0.0087262	0.944372951	0.944367083
1069	4	-0.144481538	0.225981936	0.226087101
1070	1	0.021794399	0.855569136	0.855563906
1070	2	0.081110921	0.523611674	0.523646242
1070	3	0.017782462	0.887841162	0.887820301
1070	4	-0.109302248	0.361421393	0.361516859
1071	1	0.051539372	0.66537907	0.665377049
1071	2	0.090431837	0.472313875	0.472322559
1071	3	0.029990969	0.810894833	0.810902704
1071	4	-0.149484522	0.210680867	0.210794287
1072	1	0.039892025	0.737716444	0.737699484
1072	2	0.086310358	0.497618001	0.497635558
1072	3	0.045047954	0.719623514	0.719640058
1072	4	-0.133022822	0.267698586	0.267783881
1073	1	0.031554062	0.79105978	0.791057096
1073	2	0.053960612	0.671876206	0.671905399
1073	3	0.023289818	0.854460144	0.854459232
1073	4	-0.141109676	0.237805711	0.237884723
1074	1	0.048158165	0.684926868	0.684932962
1074	2	0.064204788	0.614280994	0.614289869
1074	3	0.031212665	0.805123933	0.8052857
1074	4	-0.183827238	0.122531624	0.122653203
1075	1	-0.020863348	0.861804209	0.861796141
1075	2	0.088016003	0.48781459	0.487843633
1075	3	0.047199668	0.709234459	0.709354429
1075	4	-0.16647904	0.161265018	0.161394367
1076	1	-0.032685921	0.783593261	0.783596814
1076	2	0.04765953	0.705408991	0.705411706
1076	3	0.028299017	0.823821372	0.823820605
1076	4	-0.171677023	0.149703662	0.149838013
1077	1	-0.065534756	0.583749617	0.583755176
1077	2	0.081836697	0.513153101	0.513197656
1077	3	0.039958262	0.753454015	0.753449772
1077	4	-0.170405667	0.153528311	0.153668527
1078	1	-0.046136463	0.698599322	0.698608078
1078	2	0.135219248	0.280252028	0.280311804
1078	3	0.011935455	0.925089186	0.925092054
1078	4	-0.157725818	0.185478989	0.185575521
1079	1	-0.048469849	0.684592373	0.684597958
1079	2	0.113223857	0.369048436	0.369121786
1079	3	0.014587311	0.908194269	0.908194361
1079	4	-0.171021103	0.148575726	0.148727089
1080	1	-0.028925863	0.809042617	0.809050418
1080	2	0.125041615	0.318900603	0.319121493
1080	3	0.060089066	0.633075435	0.633073644
1080	4	-0.186605188	0.114606826	0.114719441
1081	1	-0.029792109	0.80268583	0.802688174
1081	2	0.105036593	0.405166674	0.405149596
1081	3	0.031771477	0.801495539	0.80149143
1081	4	-0.142433707	0.227998759	0.228095275
1082	1	-0.043681053	0.714409168	0.714406696
1082	2	0.101312592	0.420367683	0.420422219
1082	3	0.033409357	0.79090294	0.790967682
1082	4	-0.164957353	0.159368913	0.159483411
1083	1	-0.081826684	0.49301448	0.493019899
1083	2	0.085729778	0.498142498	0.498172332
1083	3	0.019760036	0.875343444	0.87547595
1083	4	-0.156713916	0.182607263	0.18272913
